DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 133.013 -117 -31 55 b_quark 0 4.18 58.1848 38 40 -18
W+ 1 80.4 199.41 34 -112 -140 W- 1 80.4 147.228 -54 14 110
b_quark 0 4.18 236.314 113 203 43 b_quark 0 4.18 180.412 -57 -121 -121
b_quark 0 4.18 237.972 4 119 -206 b_quark 0 4.18 124.018 39 -39 111
W+ 1 80.4 198.897 -88 86 134 W- 1 80.4 136.181 64 8 -89
b_quark 0 4.18 201.332 -94 135 116 b_quark 0 4.18 189.141 98 -92 -133
b_quark 0 4.18 74.1584 39 44 -45 b_quark 0 4.18 140.497 -89 -101 40
W+ 1 80.4 214.054 -171 33 -95 W- 1 80.4 191.568 140 -103 5
tau+ 0 1.78 209.326 154 127 -63 tau- 0 1.78 180.525 -91 -49 148
b_quark 0 4.18 278.265 -161 63 218 b_quark 0 4.18 218.4 104 -127 -144
b_quark 0 4.18 216.602 193 -61 -77 b_quark 0 4.18 121.113 -101 43 51
b_quark 0 4.18 195.444 95 -16 -170 b_quark 0 4.18 136.834 -24 63 119
b_quark 0 4.18 259.128 -125 -192 121 b_quark 0 4.18 167.891 36 93 -135
b_quark 0 4.18 266.874 -214 48 -152 b_quark 0 4.18 162.882 122 -35 102
b_quark 0 4.18 119.952 -85 75 -39 b_quark 0 4.18 148.302 126 -76 18
tau+ 0 1.78 164.159 44 40 -153 tau- 0 1.78 161.497 -135 -67 58
b_quark 0 4.18 137.693 106 65 -59 b_quark 0 4.18 72.9621 -16 -45 55
W+ 1 80.4 276.268 -104 -38 -240 W- 1 80.4 192.417 104 12 140
b_quark 0 4.18 140.952 -120 11 73 b_quark 0 4.18 124.461 74 -51 -86
b_quark 0 4.18 128.291 85 -96 0 b_quark 0 4.18 146.227 -144 23 -10
W+ 1 80.4 191.22 96 119 -82 W- 1 80.4 184.589 -131 -88 52
W+ 1 80.4 200.003 -110 134 59 W- 1 80.4 132.779 59 -79 -38
b_quark 0 4.18 166.933 160 20 -43 b_quark 0 4.18 166.66 -115 -113 -42
W+ 1 80.4 298.786 -167 86 218 W- 1 80.4 213.549 103 -93 -141
b_quark 0 4.18 180.938 -56 -104 137 b_quark 0 4.18 124.734 68 81 -66
tau+ 0 1.78 235.873 137 192 0 tau- 0 1.78 197.305 -134 -111 -93
b_quark 0 4.18 190.304 -38 -185 23 b_quark 0 4.18 143.065 9 137 40
b_quark 0 4.18 204.43 177 61 -82 b_quark 0 4.18 91.605 -78 -47 9
b_quark 0 4.18 189.067 68 -72 -161 b_quark 0 4.18 212.119 -138 83 138
b_quark 0 4.18 287.206 -205 53 194 b_quark 0 4.18 225.29 147 -85 -148
b_quark 0 4.18 228.783 186 112 72 b_quark 0 4.18 137.563 -104 -13 -89
b_quark 0 4.18 73.4539 -61 19 -36 b_quark 0 4.18 133.426 66 -102 -55
b_quark 0 4.18 146.31 -28 -74 -123 b_quark 0 4.18 152.995 87 61 110
b_quark 0 4.18 63.1385 -27 54 -18 b_quark 0 4.18 144.871 125 -73 4
b_quark 0 4.18 101.304 -25 -98 4 b_quark 0 4.18 124.058 91 84 -6
Z 1 91.2 249.532 -200 110 43 Z 1 91.2 161.008 102 -61 -59
b_quark 0 4.18 81.4277 -40 57 -42 b_quark 0 4.18 152.103 -41 -46 139
b_quark 0 4.18 94.5964 -5 -25 91 b_quark 0 4.18 110.727 -37 43 -95
b_quark 0 4.18 166.194 19 89 139 b_quark 0 4.18 213.721 -73 -143 -141
W+ 1 80.4 173.373 147 -44 7 W- 1 80.4 144.673 -91 52 59
tau+ 0 1.78 182.516 -152 37 94 tau- 0 1.78 129.024 124 28 -22
W+ 1 80.4 147.828 92 45 -70 W- 1 80.4 175.463 -93 -125 -7
b_quark 0 4.18 221.141 194 -93 51 b_quark 0 4.18 146.385 -131 5 -65
W+ 1 80.4 263.116 -42 159 189 W- 1 80.4 190.814 1 -88 -149
b_quark 0 4.18 155.738 -147 -48 -18 b_quark 0 4.18 154.798 144 20 53
b_quark 0 4.18 214.41 -83 -187 -64 b_quark 0 4.18 148.268 109 97 26
b_quark 0 4.18 121.188 -68 98 -21 b_quark 0 4.18 99.0529 72 -67 -11
b_quark 0 4.18 218.239 9 -161 -147 b_quark 0 4.18 193.299 -89 85 149
b_quark 0 4.18 274.041 134 223 -86 b_quark 0 4.18 193.813 -132 -129 59
W+ 1 80.4 160.444 101 41 -86 W- 1 80.4 86.4764 -13 26 -13
b_quark 0 4.18 139.11 5 78 115 b_quark 0 4.18 148.177 47 -91 -107
Z 1 91.2 224.727 -100 -136 -117 Z 1 91.2 203.242 70 107 129
b_quark 0 4.18 30.5528 18 -24 4 b_quark 0 4.18 66.9886 -65 -7 -14
b_quark 0 4.18 169.748 -61 140 74 b_quark 0 4.18 201.048 -5 -137 -147
b_quark 0 4.18 61.3064 8 59 -14 b_quark 0 4.18 179.829 -68 -124 111
b_quark 0 4.18 101.624 26 -97 15 b_quark 0 4.18 199.157 -114 145 -75
b_quark 0 4.18 90.8376 -33 37 76 b_quark 0 4.18 112.158 4 -15 -111
tau+ 0 1.78 83.9057 -82 -12 13 tau- 0 1.78 144.932 20 91 -111
b_quark 0 4.18 120.293 17 50 108 b_quark 0 4.18 79.8779 33 45 -57
W+ 1 80.4 194.882 95 -109 -103 W- 1 80.4 153.91 -112 42 54
b_quark 0 4.18 140.632 -100 -52 -84 b_quark 0 4.18 166.42 59 79 134
b_quark 0 4.18 145.892 129 -45 -51 b_quark 0 4.18 140.419 -40 100 90
tau+ 0 1.78 102.417 26 57 -81 tau- 0 1.78 107.15 -98 43 -5
b_quark 0 4.18 89.9748 -81 19 -34 b_quark 0 4.18 116.157 45 -1 107
b_quark 0 4.18 95.6999 41 -64 58 b_quark 0 4.18 186.189 -132 107 -76
tau+ 0 1.78 169.677 145 -39 -79 tau- 0 1.78 155.371 -128 88 -3
b_quark 0 4.18 250.893 -115 69 212 b_quark 0 4.18 173.763 84 -88 -124
b_quark 0 4.18 70.4732 -17 6 -68 b_quark 0 4.18 174.97 97 -32 142
b_quark 0 4.18 187.06 91 118 -113 b_quark 0 4.18 174.695 -106 -127 56
W+ 1 80.4 241.299 -211 -74 42 W- 1 80.4 199.683 114 37 -138
b_quark 0 4.18 214.782 -27 157 -144 b_quark 0 4.18 110.265 -44 -82 59
b_quark 0 4.18 170.031 160 22 53 b_quark 0 4.18 163.644 -88 73 -117
b_quark 0 4.18 135.833 -1 96 -96 b_quark 0 4.18 122.063 27 -52 107
W+ 1 80.4 294.505 162 -75 220 W- 1 80.4 212.697 -126 -20 -150
W+ 1 80.4 98.3166 -36 -15 41 W- 1 80.4 168.681 63 74 -112
b_quark 0 4.18 236.395 16 -203 120 b_quark 0 4.18 169.146 -14 106 -131
tau+ 0 1.78 75.559 44 -31 -53 tau- 0 1.78 83.0432 -4 -46 69
Z 1 91.2 101.185 36 -15 -20 Z 1 91.2 181.668 -126 -59 73
b_quark 0 4.18 221.997 39 200 -88 b_quark 0 4.18 131.116 53 -114 37
b_quark 0 4.18 83.4175 -80 -10 -21 b_quark 0 4.18 84.9204 1 -67 -52
tau+ 0 1.78 118.689 32 114 8 tau- 0 1.78 127.268 -107 -67 16
b_quark 0 4.18 203.112 57 122 -152 b_quark 0 4.18 145.201 -8 -41 139
b_quark 0 4.18 255.94 -108 -160 168 b_quark 0 4.18 104.108 14 65 -80
b_quark 0 4.18 88.7608 39 -16 78 b_quark 0 4.18 106.801 -51 -18 -92
Z 1 91.2 151.537 -71 47 -86 Z 1 91.2 168.604 141 -15 2
b_quark 0 4.18 112.581 -10 -61 94 b_quark 0 4.18 147.778 8 21 -146
W+ 1 80.4 232.702 105 90 169 W- 1 80.4 132.794 -69 -35 -72
W+ 1 80.4 202.468 2 -170 75 W- 1 80.4 155.162 -69 111 -23
W+ 1 80.4 140.008 -84 51 -59 W- 1 80.4 136.419 63 -71 56
W+ 1 80.4 206.703 -190 9 9 W- 1 80.4 167.556 125 35 -69
W+ 1 80.4 287.533 173 99 -191 W- 1 80.4 186.537 -74 -70 134
b_quark 0 4.18 181.269 32 176 -29 b_quark 0 4.18 103.453 10 -99 -28
b_quark 0 4.18 157.551 60 126 73 b_quark 0 4.18 197.855 -128 -29 -148
tau+ 0 1.78 153.506 -47 74 126 tau- 0 1.78 74.5934 -13 -64 -36
b_quark 0 4.18 271.128 88 -135 -218 b_quark 0 4.18 155.909 4 93 125
b_quark 0 4.18 172.53 138 36 -97 b_quark 0 4.18 98.7495 -74 -63 17
b_quark 0 4.18 201.863 -131 -97 119 b_quark 0 4.18 134.121 121 27 -51
b_quark 0 4.18 115.562 82 57 58 b_quark 0 4.18 85.5364 -81 27 -3
b_quark 0 4.18 161.011 59 -149 15 b_quark 0 4.18 121.743 32 116 -18
b_quark 0 4.18 128.672 -85 -95 -17 b_quark 0 4.18 121.965 31 116 -21
b_quark 0 4.18 30.716 -15 -26 5 b_quark 0 4.18 82.216 -81 -9 -10
b_quark 0 4.18 175.061 78 -64 -143 b_quark 0 4.18 157.011 -57 131 65
b_quark 0 4.18 164.376 -131 96 -25 b_quark 0 4.18 192.63 74 -133 118
b_quark 0 4.18 129.331 -16 127 18 b_quark 0 4.18 152.769 -84 -61 -112
W+ 1 80.4 219.486 -97 -45 174 W- 1 80.4 195.576 144 -49 -93
tau+ 0 1.78 233.401 -128 195 8 tau- 0 1.78 122.915 71 -100 8
b_quark 0 4.18 116.032 -67 59 74 b_quark 0 4.18 123.687 103 -24 -64
b_quark 0 4.18 158.179 -117 -17 105 b_quark 0 4.18 140.18 54 29 -126
b_quark 0 4.18 211.779 -137 120 -108 b_quark 0 4.18 189.943 141 -36 122
b_quark 0 4.18 188.917 -50 -94 156 b_quark 0 4.18 178.652 -43 145 -95
tau+ 0 1.78 144.098 -36 -76 -117 tau- 0 1.78 192.149 117 90 123
b_quark 0 4.18 144.4 103 -48 89 b_quark 0 4.18 169.739 -91 143 8
b_quark 0 4.18 185.514 -158 5 97 b_quark 0 4.18 138.678 122 -19 -63
b_quark 0 4.18 162.958 53 -25 152 b_quark 0 4.18 109.993 -41 44 -92
b_quark 0 4.18 98.5468 3 -73 -66 b_quark 0 4.18 23.7165 9 -8 -20
W+ 1 80.4 144.531 -12 -84 85 W- 1 80.4 191.189 -82 143 -54
b_quark 0 4.18 182.761 88 26 158 b_quark 0 4.18 148.669 -24 -110 -97
b_quark 0 4.18 187.389 52 88 157 b_quark 0 4.18 229.971 -118 -143 -136
b_quark 0 4.18 173.642 138 -91 -53 b_quark 0 4.18 195.713 -91 106 137
b_quark 0 4.18 194.264 -120 -140 -61 b_quark 0 4.18 146.067 25 142 -23
b_quark 0 4.18 225.616 120 -191 -2 b_quark 0 4.18 128.209 -42 120 16
W+ 1 80.4 235.051 -92 -161 120 W- 1 80.4 196.069 103 79 -123
b_quark 0 4.18 274.979 102 166 194 b_quark 0 4.18 148.012 -53 -75 -116
b_quark 0 4.18 141.561 -23 82 113 b_quark 0 4.18 147.046 0 -127 -74
b_quark 0 4.18 154.258 -24 129 -81 b_quark 0 4.18 115.228 50 -34 98
b_quark 0 4.18 263.703 139 5 -224 b_quark 0 4.18 183.882 -115 -11 143
b_quark 0 4.18 125.026 -89 -42 -77 b_quark 0 4.18 161.219 123 21 102
b_quark 0 4.18 141.699 -16 -98 -101 b_quark 0 4.18 118.585 88 26 75
b_quark 0 4.18 213.046 -109 -181 27 b_quark 0 4.18 115.05 27 111 13
W+ 1 80.4 132.133 43 -35 89 W- 1 80.4 131.868 51 82 -40
W+ 1 80.4 193.456 -111 -72 116 W- 1 80.4 192.188 130 24 -114
b_quark 0 4.18 168.022 118 113 -39 b_quark 0 4.18 201.58 -126 -129 90
b_quark 0 4.18 257.766 91 -188 151 b_quark 0 4.18 148.793 -36 99 -105
b_quark 0 4.18 149.153 -6 -148 -17 b_quark 0 4.18 137.526 88 64 84
tau+ 0 1.78 233.283 156 169 39 tau- 0 1.78 191.04 -139 -126 -36
b_quark 0 4.18 168.717 4 -156 -64 b_quark 0 4.18 101.899 6 93 41
b_quark 0 4.18 154.727 87 -27 125 b_quark 0 4.18 108.067 4 -58 -91
b_quark 0 4.18 158.614 84 -38 -129 b_quark 0 4.18 141.32 -125 -45 48
tau+ 0 1.78 140.656 120 65 34 tau- 0 1.78 158.566 -86 -100 -88
W+ 1 80.4 199.445 -25 -180 -17 W- 1 80.4 191.34 109 115 71
b_quark 0 4.18 180.772 -172 -49 26 b_quark 0 4.18 213.264 132 146 -82
b_quark 0 4.18 303.045 -165 195 163 b_quark 0 4.18 189.044 88 -150 -74
W+ 1 80.4 130.3 72 -1 73 W- 1 80.4 199.264 -127 -27 -128
b_quark 0 4.18 170.407 11 170 0 b_quark 0 4.18 113.554 -69 -90 -4
W+ 1 80.4 189.803 -132 16 109 W- 1 80.4 151.783 118 -47 -21
W+ 1 80.4 268.189 216 -137 -6 W- 1 80.4 225.484 -149 133 -67
Z 1 91.2 131.025 -64 23 65 Z 1 91.2 202.76 132 -51 -113
b_quark 0 4.18 193.627 -123 -99 -112 b_quark 0 4.18 224.396 100 140 144
b_quark 0 4.18 295.598 -229 126 -138 b_quark 0 4.18 224.195 134 -131 123
b_quark 0 4.18 188.996 -110 141 61 b_quark 0 4.18 109.674 21 -103 -31
b_quark 0 4.18 135.637 -94 -90 -38 b_quark 0 4.18 209.882 140 108 113
b_quark 0 4.18 248.669 -237 -49 57 b_quark 0 4.18 153.374 149 24 27
b_quark 0 4.18 81.8686 6 32 75 b_quark 0 4.18 99.8172 -36 27 -89
b_quark 0 4.18 103.704 -86 -29 -50 b_quark 0 4.18 155.069 132 46 67
W+ 1 80.4 210.288 32 -138 -133 W- 1 80.4 141.821 -56 73 72
b_quark 0 4.18 169.863 -124 -68 -94 b_quark 0 4.18 153.113 139 53 36
b_quark 0 4.18 101.988 96 32 -12 b_quark 0 4.18 70.9822 -61 34 -12
W+ 1 80.4 171.261 -89 -119 -28 W- 1 80.4 149.486 116 49 5
b_quark 0 4.18 220.77 156 131 -85 b_quark 0 4.18 180.855 -61 -101 137
b_quark 0 4.18 143.88 122 -74 18 b_quark 0 4.18 104.745 -27 15 -100
b_quark 0 4.18 224.843 101 140 144 b_quark 0 4.18 120.513 -21 -104 -57
b_quark 0 4.18 156.274 148 48 -14 b_quark 0 4.18 164.862 -139 -79 40
b_quark 0 4.18 200.256 -180 86 -17 b_quark 0 4.18 165.815 118 -28 113
W+ 1 80.4 201.522 -3 -87 163 W- 1 80.4 151.298 -55 39 -109
b_quark 0 4.18 226.282 -155 -131 100 b_quark 0 4.18 134.058 75 77 -80
Z 1 91.2 143.427 73 -6 83 Z 1 91.2 108.915 -29 20 -48
b_quark 0 4.18 221.819 -36 181 123 b_quark 0 4.18 156.066 47 -143 -41
W+ 1 80.4 178.721 140 -39 -66 W- 1 80.4 165.633 -77 71 100
W+ 1 80.4 265.004 85 207 117 W- 1 80.4 203.917 -143 -115 -38
b_quark 0 4.18 112.936 -60 -71 -64 b_quark 0 4.18 96.889 84 33 35
W+ 1 80.4 137.026 -30 -66 -84 W- 1 80.4 100.524 -41 -14 42
b_quark 0 4.18 234.101 -199 -32 -119 b_quark 0 4.18 157.998 139 21 72
b_quark 0 4.18 78.6541 -7 78 6 b_quark 0 4.18 23.632 -10 -21 0
b_quark 0 4.18 235.787 -97 -140 163 b_quark 0 4.18 223.559 134 127 -126
b_quark 0 4.18 231.768 209 -93 -37 b_quark 0 4.18 154.079 -131 71 -39
W+ 1 80.4 139.979 -85 63 -44 W- 1 80.4 161.091 123 -66 -1
W+ 1 80.4 176.108 -130 9 -87 W- 1 80.4 195.553 150 21 94
b_quark 0 4.18 279.942 -215 43 174 b_quark 0 4.18 172.915 144 35 -89
b_quark 0 4.18 220.738 204 84 -6 b_quark 0 4.18 133.175 -113 -7 70
W+ 1 80.4 188.152 -143 42 82 W- 1 80.4 173.431 135 -67 -30
b_quark 0 4.18 224.296 -67 141 -161 b_quark 0 4.18 147.372 -22 -84 119
b_quark 0 4.18 108.048 -33 -82 -62 b_quark 0 4.18 38.9419 7 15 35
b_quark 0 4.18 103.337 34 44 -87 b_quark 0 4.18 128.423 -27 -125 11
b_quark 0 4.18 176.597 56 103 -132 b_quark 0 4.18 106.562 -59 -36 81
b_quark 0 4.18 118.804 118 -13 2 b_quark 0 4.18 112.296 -45 82 62
b_quark 0 4.18 61.1185 19 54 -21 b_quark 0 4.18 105.979 45 -90 33
b_quark 0 4.18 174.607 30 41 -167 b_quark 0 4.18 107.673 -60 -50 74
b_quark 0 4.18 196.159 24 54 -187 b_quark 0 4.18 160.02 22 -129 92
b_quark 0 4.18 137.857 -127 -7 53 b_quark 0 4.18 167.28 139 88 30
b_quark 0 4.18 166.435 -9 41 161 b_quark 0 4.18 163.58 63 -124 -86
b_quark 0 4.18 174.764 40 149 -82 b_quark 0 4.18 158.548 -28 -144 60
b_quark 0 4.18 86.8013 8 37 78 b_quark 0 4.18 84.6845 28 -77 -21
b_quark 0 4.18 236.724 160 -89 150 b_quark 0 4.18 168.031 -138 62 -73
b_quark 0 4.18 223.603 -147 124 -114 b_quark 0 4.18 172.964 69 -107 117
b_quark 0 4.18 188.14 97 7 161 b_quark 0 4.18 116.183 -13 -64 -96
b_quark 0 4.18 114.937 33 110 -2 b_quark 0 4.18 132.644 -90 -81 -54
b_quark 0 4.18 185.721 -55 -177 -11 b_quark 0 4.18 114.75 35 87 -66
W+ 1 80.4 177.697 -2 -12 -158 W- 1 80.4 140.788 -35 -54 96
b_quark 0 4.18 232.576 167 99 128 b_quark 0 4.18 167.736 -85 -138 -43
tau+ 0 1.78 183.949 -100 103 115 tau- 0 1.78 161.407 118 -91 -62
b_quark 0 4.18 165.356 60 -125 -90 b_quark 0 4.18 153.618 -99 116 18
b_quark 0 4.18 174.924 -71 112 -114 b_quark 0 4.18 157.545 29 -119 99
b_quark 0 4.18 25.4258 -12 -17 14 b_quark 0 4.18 109.053 45 75 65
Z 1 91.2 240.581 99 119 -160 Z 1 91.2 136.94 -45 -39 83
W+ 1 80.4 214.421 -90 134 -116 W- 1 80.4 172.262 60 -101 97
W+ 1 80.4 95.7714 -18 28 -40 W- 1 80.4 139.317 -22 -106 -35
b_quark 0 4.18 120.351 -63 43 93 b_quark 0 4.18 121.01 111 48 1
b_quark 0 4.18 271.379 182 179 -92 b_quark 0 4.18 191.996 -134 -85 108
b_quark 0 4.18 212.237 -125 29 169 b_quark 0 4.18 133.43 61 -57 -104
b_quark 0 4.18 160.139 93 -43 123 b_quark 0 4.18 139.937 -27 130 -44
b_quark 0 4.18 179.286 161 -11 78 b_quark 0 4.18 120.915 -63 5 -103
W+ 1 80.4 221.24 181 -79 59 W- 1 80.4 135.008 -105 3 -27
W+ 1 80.4 182.223 -126 92 49 W- 1 80.4 197.829 128 -68 -108
tau+ 0 1.78 126.369 121 -13 34 tau- 0 1.78 159.073 -64 57 -134
tau+ 0 1.78 91.7669 76 41 31 tau- 0 1.78 129.063 -79 -93 -42
Z 1 91.2 166.591 111 83 15 Z 1 91.2 166.789 -139 6 12
b_quark 0 4.18 190.38 113 153 7 b_quark 0 4.18 136.772 -18 -133 -26
b_quark 0 4.18 189.912 -3 38 -186 b_quark 0 4.18 136.376 33 46 124
b_quark 0 4.18 144.452 -49 32 -132 b_quark 0 4.18 135.983 101 -23 88
b_quark 0 4.18 240.193 191 13 -145 b_quark 0 4.18 138.038 -99 -20 94
b_quark 0 4.18 110.686 88 41 53 b_quark 0 4.18 173.065 -147 -81 42
W+ 1 80.4 185.246 -158 38 38 W- 1 80.4 159.459 133 -7 35
b_quark 0 4.18 172.01 63 160 1 b_quark 0 4.18 100.814 -44 -67 -61
b_quark 0 4.18 293.492 80 -158 -234 b_quark 0 4.18 193.26 -28 128 142
W+ 1 80.4 285.524 -212 -80 154 W- 1 80.4 205.244 128 86 -109
tau+ 0 1.78 221.597 -13 78 207 tau- 0 1.78 190.906 75 -136 -111
b_quark 0 4.18 200.648 103 172 -7 b_quark 0 4.18 159.322 -74 -129 -57
b_quark 0 4.18 190.522 188 -19 24 b_quark 0 4.18 138.418 -123 -13 62
b_quark 0 4.18 156.443 -142 -63 -18 b_quark 0 4.18 177.447 125 122 -31
W+ 1 80.4 135.223 -36 -75 70 W- 1 80.4 96.3543 -14 32 -40
b_quark 0 4.18 221.496 -129 -19 -179 b_quark 0 4.18 131.691 50 68 101
b_quark 0 4.18 95.0709 -22 91 -16 b_quark 0 4.18 134.972 30 -94 92
b_quark 0 4.18 215.728 -134 134 -103 b_quark 0 4.18 160.557 40 -145 56
b_quark 0 4.18 77.8169 11 74 -21 b_quark 0 4.18 90.5951 -26 -85 -17
W+ 1 80.4 288.557 -150 -174 155 W- 1 80.4 167.539 60 121 -58
b_quark 0 4.18 195.222 -46 97 163 b_quark 0 4.18 138.49 9 -116 -75
b_quark 0 4.18 167.339 -141 -2 -90 b_quark 0 4.18 118.59 71 46 83
b_quark 0 4.18 149.307 7 -149 5 b_quark 0 4.18 113.602 44 74 -74
b_quark 0 4.18 259.36 -235 -107 -24 b_quark 0 4.18 180.393 138 78 86
b_quark 0 4.18 164.203 149 -62 30 b_quark 0 4.18 184.248 -95 107 -116
b_quark 0 4.18 158.036 98 -15 123 b_quark 0 4.18 162.18 -109 2 -120
b_quark 0 4.18 113.545 35 83 69 b_quark 0 4.18 120.754 -92 -78 -4
b_quark 0 4.18 89.8247 -3 11 -89 b_quark 0 4.18 167.936 -73 70 134
b_quark 0 4.18 177.368 125 -21 -124 b_quark 0 4.18 160.694 -35 62 144
b_quark 0 4.18 276.367 191 -174 -98 b_quark 0 4.18 161.971 -92 133 8
b_quark 0 4.18 222.651 -94 196 48 b_quark 0 4.18 214.417 146 -140 -71
W+ 1 80.4 231.4 1 184 115 W- 1 80.4 219.891 -76 -144 -124
b_quark 0 4.18 214.855 -168 -89 100 b_quark 0 4.18 148.551 72 15 -129
b_quark 0 4.18 202.253 185 -70 -42 b_quark 0 4.18 157.37 -126 6 94
b_quark 0 4.18 173.27 -153 14 -80 b_quark 0 4.18 91.5886 87 -19 21
tau+ 0 1.78 192.159 -24 -155 -111 tau- 0 1.78 139.223 20 136 22
tau+ 0 1.78 166.052 -104 127 -25 tau- 0 1.78 139.879 83 -107 -35
b_quark 0 4.18 265.54 38 139 -223 b_quark 0 4.18 160.264 -61 -61 135
b_quark 0 4.18 215.51 -117 -53 -173 b_quark 0 4.18 133.216 17 -4 132
Z 1 91.2 190.605 -98 -115 72 Z 1 91.2 167.903 25 135 -32
W+ 1 80.4 114.351 -52 8 62 W- 1 80.4 150.938 93 87 10
b_quark 0 4.18 87.5241 -33 -25 -77 b_quark 0 4.18 79.6961 9 78 -13
b_quark 0 4.18 134.263 37 128 -16 b_quark 0 4.18 141.473 -24 -139 10
b_quark 0 4.18 233.441 -123 -198 -12 b_quark 0 4.18 214.745 143 145 -68
b_quark 0 4.18 200.251 -161 -89 -79 b_quark 0 4.18 89.171 75 10 47
b_quark 0 4.18 267.977 -63 -217 -144 b_quark 0 4.18 234.253 140 141 124
b_quark 0 4.18 183.171 123 111 -78 b_quark 0 4.18 164.777 -122 -105 35
b_quark 0 4.18 178.318 30 132 116 b_quark 0 4.18 142.086 -125 -55 -39
tau+ 0 1.78 166.593 -62 91 125 tau- 0 1.78 151.602 -20 -68 -134
W+ 1 80.4 127.457 54 -33 -76 W- 1 80.4 130.649 -53 20 86
b_quark 0 4.18 229.89 196 -104 60 b_quark 0 4.18 162.045 -101 34 -122
b_quark 0 4.18 85.0087 10 -70 47 b_quark 0 4.18 97.6497 89 -21 34
b_quark 0 4.18 52.4068 -18 49 -2 b_quark 0 4.18 75.2428 30 30 62
b_quark 0 4.18 176.543 1 150 93 b_quark 0 4.18 137.275 7 -137 3
b_quark 0 4.18 272.047 -142 -2 -232 b_quark 0 4.18 181.319 67 89 143
b_quark 0 4.18 157.818 52 -24 -147 b_quark 0 4.18 155.523 -113 40 99
tau+ 0 1.78 156.439 -69 53 -130 tau- 0 1.78 44.4091 12 -12 41
b_quark 0 4.18 166.66 -137 85 42 b_quark 0 4.18 193.087 118 -150 29
b_quark 0 4.18 279.137 -150 -178 154 b_quark 0 4.18 180.938 116 127 -56
b_quark 0 4.18 244.825 -188 -133 -83 b_quark 0 4.18 217.852 89 145 136
b_quark 0 4.18 187.156 137 79 -100 b_quark 0 4.18 121.748 -110 -1 52
b_quark 0 4.18 174.248 136 -68 85 b_quark 0 4.18 136.075 -129 43 3
b_quark 0 4.18 208.515 -84 -183 54 b_quark 0 4.18 177.072 130 111 -46
b_quark 0 4.18 92.3172 30 78 -39 b_quark 0 4.18 165.905 -109 -125 1
b_quark 0 4.18 153.985 -127 61 -62 b_quark 0 4.18 144.563 134 3 54
b_quark 0 4.18 111.227 5 80 -77 b_quark 0 4.18 32.6109 -11 -27 -14
W+ 1 80.4 173.289 -101 92 -70 W- 1 80.4 134.027 29 -103 7
tau+ 0 1.78 80.9763 73 35 0 tau- 0 1.78 153.692 -109 -99 44
W+ 1 80.4 236.639 93 -202 9 W- 1 80.4 200.495 -103 110 -105
W+ 1 80.4 200.383 151 -22 102 W- 1 80.4 215.212 -102 102 -138
W+ 1 80.4 190.812 121 -102 70 W- 1 80.4 201.485 -96 146 -60
b_quark 0 4.18 225.343 -71 189 -100 b_quark 0 4.18 150.025 13 -111 100
W+ 1 80.4 88.5955 5 8 36 W- 1 80.4 90.1785 16 -16 -34
tau+ 0 1.78 119.336 -117 15 18 tau- 0 1.78 118.225 110 43 5
b_quark 0 4.18 214.617 181 -59 -99 b_quark 0 4.18 101.934 -100 -7 18
b_quark 0 4.18 165.056 -141 -28 81 b_quark 0 4.18 106.834 60 86 -20
b_quark 0 4.18 204.3 -154 -7 134 b_quark 0 4.18 149.624 57 -25 -136
b_quark 0 4.18 249.434 -90 -100 210 b_quark 0 4.18 182.141 99 34 -149
b_quark 0 4.18 131.588 96 81 -39 b_quark 0 4.18 38.2423 -15 14 -32
b_quark 0 4.18 159.206 -143 28 64 b_quark 0 4.18 163.139 148 38 -57
W+ 1 80.4 150.234 59 9 112 W- 1 80.4 163.396 -129 28 -53
b_quark 0 4.18 168.186 133 -92 -46 b_quark 0 4.18 104.405 -69 49 61
W+ 1 80.4 213.235 -60 -61 178 W- 1 80.4 125.177 -12 -15 -94
b_quark 0 4.18 245.191 136 63 194 b_quark 0 4.18 227.549 -147 -94 -146
W+ 1 80.4 125.671 -22 14 93 W- 1 80.4 166.175 -30 -45 -135
b_quark 0 4.18 172.332 66 -157 26 b_quark 0 4.18 184.671 -137 119 34
tau+ 0 1.78 98.2607 -12 42 -88 tau- 0 1.78 131.496 -30 -128 -2
b_quark 0 4.18 157.046 -117 -34 -99 b_quark 0 4.18 136.819 135 -21 6
tau+ 0 1.78 127.511 104 16 72 tau- 0 1.78 110.019 -74 36 -73
b_quark 0 4.18 148.197 71 -130 2 b_quark 0 4.18 116.041 24 86 74
Z 1 91.2 186.353 155 36 -33 Z 1 91.2 211.975 -146 30 120
b_quark 0 4.18 271.565 155 72 211 b_quark 0 4.18 192.861 -56 -119 -141
W+ 1 80.4 288.294 162 -191 118 W- 1 80.4 213.462 -121 115 -106
b_quark 0 4.18 147.436 -22 100 106 b_quark 0 4.18 71.6901 -39 -1 -60
W+ 1 80.4 82.9106 -4 -13 -15 W- 1 80.4 123.265 -31 -80 37
b_quark 0 4.18 175.677 -140 -106 3 b_quark 0 4.18 175.703 138 97 -49
b_quark 0 4.18 185.643 86 155 55 b_quark 0 4.18 139.522 -104 -92 -13
